FECHA,max_SO2,min_SO2,mean_SO2,median_SO2,max_PART,min_PART,mean_PART,median_PART,max_NO2,min_NO2,mean_NO2,median_NO2,max_CO,min_CO,mean_CO,median_CO,max_O3,min_O3,mean_O3,median_O3
2015-05-25,7,1,4.56597222222222,5,33,5,10.8923611111111,5,63,3,13.2430555555556,11,451,7,144.822916666667,129,105,8,79.7673611111111,86
2015-05-26,10,2,4.9375,5,36,5,12.8263888888889,5,83,4,13.9791666666667,12,396,51,148.159722222222,130,123,38,93.1979166666667,98
2015-05-27,12,2,6.38541666666667,5,38,5,12.6215277777778,5,113,4,16.3506944444444,12,435,57,151.222222222222,133,138,22,100.211805555556,110.5
2015-05-28,12,1,5.73611111111111,5,41,5,13.4479166666667,8,76,4,14.84375,12,642,59,197.378472222222,150,142,41,106.972222222222,105
2015-05-29,10,1,5.13888888888889,5,75,5,16.2708333333333,8,34,3,12.3333333333333,11,480,57,167.958333333333,132,134,63,100.128472222222,102
2015-05-30,6,1,4.00694444444444,4,37,5,13.6840277777778,9,39,3,9.77777777777778,9,313,59,139.385416666667,117,129,67,100.961805555556,99
2015-05-31,12,3,5.10069444444444,5,40,5,14.4756944444444,9,38,3,9.22916666666667,9,436,77,165.961805555556,123,125,58,97.84375,103
2015-06-01,11,1,4.77777777777778,5,37,5,12.2013888888889,5.5,58,4,12.8263888888889,10,630,79,215.090277777778,155,116,20,91.3055555555556,96
2015-06-02,10,1,4.92013888888889,5,41,5,11.1388888888889,5,55,3,12.1180555555556,10,523,50,135.659722222222,116,122,16,93.8194444444444,100
2015-06-03,12,1,5.91319444444444,5,40,5,11.4236111111111,5,46,3,10.2847222222222,8,466,53,182.138888888889,142,124,55,104.607638888889,109
2015-06-04,14,1,5.76868327402135,5,36,5,10.6548042704626,5,32,1,6.51601423487544,6,389,7,119.73665480427,130,122,8,108.330960854093,111
2015-06-05,11,1,6.38194444444444,6,54,5,17.3333333333333,6,61,2,9.97916666666667,7,386,50,135.378472222222,122,139,67,115.309027777778,114
2015-06-06,10,1,5.15625,5,67,5,19.1979166666667,11,25,3,8.85416666666667,8,701,50,198.194444444444,110,134,73,109.527777777778,109
2015-06-07,10,1,5.48958333333333,5,37,5,11.4548611111111,5,46,3,7.33333333333333,7,421,50,159.850694444444,125,147,74,115.045138888889,114
2015-06-08,16,1,6.41319444444444,6,41,5,10.8645833333333,5,42,2,8.90277777777778,6,456,7,137.6875,125,140,8,119.302083333333,122
2015-06-09,13,1,5.95486111111111,6,49,5,16.0729166666667,9.5,51,4,12.0729166666667,11,621,50,183.791666666667,128,145,35,111.725694444444,116
2015-06-10,10,1,4.70695970695971,5,66,5,19.4102564102564,5,49,4,11.6959706959707,11,622,75,208.260073260073,110,137,33,100.446886446886,102
2015-06-11,6,1,3.64930555555556,4,82,5,23.3576388888889,12,18,2,7.26388888888889,7,506,70,182.135416666667,103.5,97,57,78.0381944444444,78.5
2015-06-12,7,2,4.06944444444444,4,170,5,13.6354166666667,5,23,2,8.13194444444444,8,356,74,145.260416666667,109,87,54,71.3888888888889,72
2015-06-13,8,1,4.09375,4,44,5,10.7673611111111,5,27,2,8.09722222222222,8,533,50,165.628472222222,129,124,50,91.1597222222222,93.5
2015-06-14,10,2,5.24652777777778,5,29,5,8.67708333333333,5,16,2,6.17708333333333,6.5,475,65,149.819444444444,125,102,59,86.1284722222222,88
2015-06-15,9,2,5.02083333333333,5,22,5,7.90277777777778,5,44,2,11.4305555555556,9,523,50,153.472222222222,111,122,24,80.7222222222222,78
2015-06-16,11,1,4.58333333333333,5,25,5,7.28819444444444,5,68,3,12.5868055555556,11,448,7,132.447916666667,118.5,126,8,92.4270833333333,101
2015-06-17,8,1,4.42105263157895,5,40,5,9.63859649122807,5,75,2,18.0771929824561,13,368,7,129.091228070175,114,127,7,88.3438596491228,97
2015-06-18,9,1,4.57291666666667,5,39,5,9.41319444444444,5,136,2,13.28125,10,863,50,122.440972222222,104,131,3,105.114583333333,108
2015-06-19,17,1,3.86458333333333,4,46,5,11.21875,5,163,3,19.09375,11.5,1025,53,163.909722222222,125,140,1,99.4513888888889,103
2015-06-20,8,1,4.34375,5,50,5,12.8472222222222,6,134,3,16.7256944444444,12,819,50,158.298611111111,133,151,4,108.003472222222,111.5
2015-06-21,7,1,4.33680555555556,5,77,5,12.7395833333333,5,40,3,10.3715277777778,10,561,50,228.982638888889,156.5,132,63,107.246527777778,113
2015-06-22,7,1,3.7508896797153,5,41,5,16.3024911032028,5,32,4,11.9572953736655,11,566,7,196.925266903915,135,127,8,99.1779359430605,104
2015-06-23,9,1,4.48958333333333,5,47,5,12.8715277777778,5.5,39,4,12.6215277777778,11,851,50,131.760416666667,124,127,49,96.96875,102
2015-06-24,6,1,4.02430555555556,5,85,5,15.5555555555556,5,55,4,12.2118055555556,10,383,50,145.659722222222,143,126,21,92.0208333333333,96
2015-06-25,7,1,4.53819444444444,5,54,5,15.0659722222222,9,57,4,15.0555555555556,12,450,62,181.329861111111,157.5,140,21,103.829861111111,107
2015-06-26,6,1,3.56597222222222,4,186,5,20.3819444444444,5,145,4,14.8368055555556,11,475,91,180.027777777778,147.5,151,12,108.350694444444,111
2015-06-27,9,1,3.96180555555556,5,37,5,13.5520833333333,5.5,134,3,13.4826388888889,11,294,51,133.642361111111,125,159,33,116.604166666667,118
