FECHA,max_SO2,min_SO2,mean_SO2,median_SO2,max_PART,min_PART,mean_PART,median_PART,max_NO2,min_NO2,mean_NO2,median_NO2,max_CO,min_CO,mean_CO,median_CO,max_O3,min_O3,mean_O3,median_O3
2014-01-01,8,4,5.38111888111888,4.5,46,5,16.1468531468531,5,69,5,20.0909090909091,17,839,177,456.632867132867,426,80,2,35.7027972027972,36
2014-01-02,7,4,5.16319444444444,4.5,22,5,6.92013888888889,5,46,4,9.75694444444444,5,640,148,271.722222222222,205.5,89,33,70.3159722222222,73
2014-01-03,8,4,4.9965034965035,5,38,5,7.93706293706294,5,101,3,16.3146853146853,8,896,7,289.853146853147,232.5,75,3,55.2657342657343,62
2014-01-04,7,4,5.03819444444444,4.5,31,5,7.37152777777778,5,25,3,6.79166666666667,5,619,152,276.354166666667,242.5,89,50,74.71875,75
2014-01-05,8,4,5.125,4.5,56,5,13.5104166666667,5,95,3,20.7847222222222,10,1121,188,383.357638888889,335.5,92,3,60.3541666666667,67
2014-01-06,8,4,5.37152777777778,5,81,5,14.9270833333333,5,111,5,25.5555555555556,18,1433,237,475.586805555556,418,76,2,41.3055555555556,43
2014-01-07,9,2,5.61619718309859,6,72,5,16.7570422535211,5,105,9,40.6654929577465,34,1457,198,504.443661971831,400.5,79,2,35.612676056338,34.5
2014-01-08,30,2,8.44097222222222,7,118,5,24.2847222222222,5,169,8,52.3368055555556,43,3081,171,692.142361111111,513,75,2,28.40625,27
2014-01-09,23,2,7.50694444444444,7,83,5,19.1736111111111,5,155,6,45.6770833333333,35,2731,7,593.829861111111,453,76,1,28.7222222222222,28
2014-01-10,14,2,6.73958333333333,7,90,5,21.0277777777778,11.5,118,10,39.9097222222222,34,1580,236,524.270833333333,475,67,1,29.3715277777778,29
2014-01-11,12,2,6.05555555555556,7,93,5,26.8125,16,109,10,36.2326388888889,29,1844,269,573.850694444444,523.5,71,1,26.5590277777778,23
2014-01-12,10,1,5.70138888888889,7,60,5,20.1111111111111,10.5,67,6,18.7777777777778,16,1556,128,397.322916666667,359.5,73,1,42.9131944444444,42
2014-01-13,11,1,5.70833333333333,6,50,5,14.5173611111111,5,66,4,18.7048611111111,13,1006,175,423.430555555556,327,82,2,49.5590277777778,51
2014-01-14,10,1,5.54861111111111,6,21,5,7.92361111111111,5,37,4,9.65625,6,665,7,322.513888888889,230.5,83,8,68.5833333333333,71
2014-01-15,12,1,4.8125,6,26,5,9.65625,5,62,4,16.4409722222222,13,970,190,371.513888888889,355.5,70,2,40.3125,41
2014-01-16,24,1,6.01760563380282,6,38,5,10.6514084507042,5,80,4,20.6584507042254,12,821,101,360.426056338028,341.5,78,1,47.7323943661972,46
2014-01-17,9,2,6.19444444444444,6,24,5,8.59722222222222,5,63,4,12.9201388888889,10,649,171,357.340277777778,328.5,86,11,65.0416666666667,67
2014-01-18,9,1,5.77430555555556,6,15,5,6.04166666666667,5,51,3,8.97916666666667,6,767,192,350.541666666667,295,91,25,70.1666666666667,71
2014-01-19,10,2,6.56944444444444,7,17,5,5.83680555555556,5,17,3,7,6,665,182,347.621527777778,294,88,10,70.3020833333333,72
2014-01-20,23,1,6.10320284697509,7,45,5,9.50533807829182,5,95,4,16.8398576512456,9,1718,140,430.946619217082,328,84,1,60.4946619217082,69
2014-01-21,14,3,6.80902777777778,7,30,5,10.1944444444444,5,83,5,22.0555555555556,16,1241,204,377.277777777778,342,88,4,54.7777777777778,59
2014-01-22,13,3,6.29861111111111,7,40,5,9.91666666666667,5,68,4,15.6701388888889,9,899,144,354.621527777778,263,88,1,59.2430555555556,64
2014-01-23,17,3,6.32638888888889,7,152,5,12.4548611111111,5,96,3,16.5486111111111,10,1026,7,326.958333333333,289.5,94,6,63.7638888888889,68
2014-01-24,15,2,7.02777777777778,7,56,5,9.31597222222222,5,105,6,35.1111111111111,29.5,1166,71,474.423611111111,437.5,90,2,39.5104166666667,34
2014-01-25,10,2,6.30208333333333,7,78,5,18.7430555555556,9.5,100,6,28.6319444444444,23,1355,201,477.215277777778,426,88,1,42.6770833333333,40
2014-01-26,9,1,5.76388888888889,7,55,5,13.8020833333333,5,94,5,20.0555555555556,13.5,1056,189,403.65625,373.5,80,2,42.8888888888889,43
2014-01-27,10,2,5.90972222222222,7,26,5,8.4375,5,30,4,9.34375,7,751,7,261.444444444444,225,87,8,63.4340277777778,63.5
2014-01-28,17,2,6.35763888888889,7,22,5,8.21180555555556,5,60,3,10.3229166666667,6,487,59,295.954861111111,284,86,25,73.4305555555556,76
2014-01-29,8,2,6.07291666666667,7,21,5,8.25,5,42,3,11.4201388888889,7,556,86,313.125,301.5,94,44,74.5277777777778,76
2014-01-30,11,1,6.05964912280702,7,28,5,8.8,5,74,4,15.9684210526316,11,1140,156,465.056140350877,429,78,3,55.3824561403509,64
2014-01-31,9,3,6.10763888888889,7,33,5,8.51041666666667,5,65,4,21.2673611111111,17,765,160,364.274305555556,319,77,2,45.6944444444444,50
2014-02-01,9,2,5.93402777777778,7,32,5,6.86111111111111,5,43,3,7.94097222222222,6,624,164,290.288194444444,274,86,12,67.5277777777778,68
2014-02-02,10,1,6.93402777777778,7,56,5,11.2951388888889,5,87,4,17.3923611111111,8,1305,144,438.90625,370,88,3,57.4270833333333,64
2014-02-03,12,2,5.88194444444444,7,51,5,12.40625,5,70,4,19.6215277777778,14,916,54,368.475694444444,368,93,4,52.6041666666667,54.5
2014-02-04,13,1,6.69014084507042,7,64,5,13.2887323943662,5,97,4,19.0774647887324,9,1802,7,425.982394366197,411.5,87,4,57.9260563380282,67
2014-02-05,8,2,5.41319444444444,6,27,5,8.46875,5,40,2,8.63194444444444,5,675,124,294.677083333333,224,92,43,77.7083333333333,80
2014-02-06,8,1,5.12847222222222,6,38,5,10.0659722222222,5,67,3,12.8368055555556,9,667,134,300.663194444444,272,100,9,64.0243055555556,65
2014-02-07,10,1,6.22916666666667,7,38,5,10.5625,5,69,3,10.7083333333333,6,775,228,334.159722222222,305,92,17,72.3333333333333,76
2014-02-08,8,2,5.38888888888889,6,26,5,7.45833333333333,5,57,3,6.88888888888889,5,571,189,301.427083333333,280,88,16,76.0104166666667,78
2014-02-09,8,2,5.17013888888889,5.5,31,5,10.1909722222222,5,42,3,9.10416666666667,7,704,188,346.979166666667,329,95,1,55.9826388888889,55
2014-02-10,8,1,5.76388888888889,6,28,5,7.56597222222222,5,28,2,7.42013888888889,6,583,209,325.319444444444,298,97,60,81.4409722222222,83
2014-02-11,20,1,5.68055555555556,7,42,5,9.42013888888889,5,71,3,13.0381944444444,6,807,7,337.763888888889,310,91,4,68.8055555555556,75
2014-02-12,12,2,5.51041666666667,7,23,5,7.87152777777778,5,113,3,17.4444444444444,13.5,1345,152,318.513888888889,292,78,2,54.3541666666667,59
2014-02-13,8,1,4.80701754385965,5,19,5,5.90175438596491,5,56,3,8.4,5,754,136,298.133333333333,283,63,11,48.6912280701754,52
